PERIOD_BEGIN,PERIOD_END,PERIOD_DURATION,REGION_TYPE,REGION_TYPE_ID,TABLE_ID,IS_SEASONALLY_ADJUSTED,REGION,CITY,STATE,STATE_CODE,PROPERTY_TYPE,PROPERTY_TYPE_ID,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_MOM,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PRICE_YOY,MEDIAN_PPSF,MEDIAN_PPSF_MOM,MEDIAN_PPSF_YOY,MEDIAN_LIST_PPSF,MEDIAN_LIST_PPSF_MOM,MEDIAN_LIST_PPSF_YOY,HOMES_SOLD,HOMES_SOLD_MOM,HOMES_SOLD_YOY,PENDING_SALES,PENDING_SALES_MOM,PENDING_SALES_YOY,NEW_LISTINGS,NEW_LISTINGS_MOM,NEW_LISTINGS_YOY,INVENTORY,INVENTORY_MOM,INVENTORY_YOY,MONTHS_OF_SUPPLY,MONTHS_OF_SUPPLY_MOM,MONTHS_OF_SUPPLY_YOY,MEDIAN_DOM,MEDIAN_DOM_MOM,MEDIAN_DOM_YOY,AVG_SALE_TO_LIST,AVG_SALE_TO_LIST_MOM,AVG_SALE_TO_LIST_YOY,SOLD_ABOVE_LIST,SOLD_ABOVE_LIST_MOM,SOLD_ABOVE_LIST_YOY,PRICE_DROPS,PRICE_DROPS_MOM,PRICE_DROPS_YOY,OFF_MARKET_IN_TWO_WEEKS,OFF_MARKET_IN_TWO_WEEKS_MOM,OFF_MARKET_IN_TWO_WEEKS_YOY,PARENT_METRO_REGION,PARENT_METRO_REGION_METRO_CODE,LAST_UPDATED,Id
2021-07-01,2021-09-30,90,neighborhood,1,122090,0,"Aurora, CO - Cross Creek",Aurora,Colorado,CO,Single Family Residential,6,557000.0000,0.06095238095,0.2108695652,544900.0000,0.01386175458,0.2055976547,162.7982,0.04039809717,0.3760398866,155.3346,0.001063864875,0.06601705869,7,0.0000,-0.3636,7,-0.1250,-0.4167,7,-0.1250,0.1667,1,0,NULL,NULL,NULL,NULL,17.5000,7.5,-68.5000,1.0534,0.02495349451,0.06414954056,0.7143,0.1428571429,0.4415584416,NULL,NULL,NULL,0.7143,0.08928571429,0.2976190476,"Denver, CO",19740,2025-08-01 14:37:32.7980000 +00:00,9964
2017-02-01,2017-04-30,90,neighborhood,1,535472,0,"Harrisburg, PA - Fox Ridge Historic District",Harrisburg,Pennsylvania,PA,All Residential,-1,76250.0000,-0.1285714286,NULL,79900.0000,0,NULL,64.2200,-0.1082589286,NULL,52.0833,0,NULL,2,1.0000,NULL,2,1.0000,NULL,3,0.0000,NULL,3,0,NULL,NULL,NULL,NULL,83.5000,-59.5,NULL,1.0564,0.02696078431,NULL,1.0000,0,NULL,NULL,NULL,NULL,0.0000,0,NULL,"Harrisburg, PA",25420,2025-08-01 14:37:32.7980000 +00:00,9965
2018-10-01,2018-12-31,90,neighborhood,1,178832,0,"New Orleans, LA - Irish Channel",New Orleans,Louisiana,LA,Condo/Co-op,3,292000.0000,0,-0.0347107438,397000.0000,-0.005012531328,-0.09567198178,212.7870,0,-0.1463269487,274.0204,0.03495941218,0.1249209653,3,0.0000,-0.2500,3,0.0000,-0.4000,8,0.1429,0.3333,15,0,-0.2857,NULL,NULL,NULL,496.0000,0,376.0000,0.9673,0,-0.03397154697,0.0000,0,-0.25,NULL,NULL,NULL,0.0000,0,-0.2,"New Orleans, LA",35380,2025-08-01 14:37:32.7980000 +00:00,9966
2022-07-01,2022-09-30,90,neighborhood,1,760537,0,"Fort Wayne, IN - Southeast Waynedale",Fort Wayne,Indiana,IN,All Residential,-1,155000.0000,0.02649006623,0.2916666667,145900.0000,0,0.04288777698,85.2668,0.01628240006,-0.130010093,99.6011,0.2728853524,-0.2481863945,5,-0.1667,1.5000,4,0.0000,1.0000,5,0.6667,4.0000,1,NULL,0.0000,NULL,NULL,NULL,4.0000,-0.5,-25.0000,1.0396,0.03999240942,0.05878442417,0.4000,0.06666666667,0.4,NULL,NULL,NULL,1.0000,0.25,1,"Fort Wayne, IN",23060,2025-08-01 14:37:32.7980000 +00:00,9967
2022-06-01,2022-08-31,90,neighborhood,1,198398,0,"Boardman, OH - Southwestern Place",Boardman,Ohio,OH,Condo/Co-op,3,199900.0000,0.1136490251,0.5556420233,NULL,NULL,NULL,109.4743,-0.07860927722,0.08122681737,NULL,NULL,NULL,1,-0.7500,-0.5000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,-9,36.5000,1.0000,0.02343258526,0.04754145226,0.0000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,"Youngstown, OH",49660,2025-08-01 14:37:32.7980000 +00:00,9968
2019-08-01,2019-10-31,90,neighborhood,1,96503,0,"Kansas City, MO - Bridlespur",Kansas City,Missouri,MO,Single Family Residential,6,238750.0000,0.06111111111,0.1390744275,242450.0000,0.06571428571,0.1545238095,99.8621,-0.1368072531,0.004045279835,101.8061,-0.006825215143,-0.09387175845,6,-0.2500,-0.5714,NULL,NULL,NULL,10,-0.0909,-0.2857,NULL,NULL,NULL,NULL,NULL,NULL,18.0000,-5.5,-5.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5556,-0.06944444444,-0.1503267974,"Kansas City, MO",28140,2025-08-01 14:37:32.7980000 +00:00,9969
2024-10-01,2024-12-31,90,neighborhood,1,155968,0,"Salem, OR - Sunnyslope",Salem,Oregon,OR,All Residential,-1,429900.0000,0,-0.06339869281,439500.0000,0.0223307746,0.0223307746,281.2635,-0.02039933239,0.02185947269,275.6461,-0.01776511978,-0.02453050383,27,-0.0690,0.0800,24,-0.2000,-0.0400,20,-0.2000,-0.2000,27,-0.1818181818,0.2857,NULL,NULL,NULL,73.0000,9,22.0000,0.9957,-0.003191914843,0.003365396647,0.3333,-0.1149425287,0.1333333333,NULL,NULL,NULL,0.3333,0.1333333333,0.05333333333,"Salem, OR",41420,2025-08-01 14:37:32.7980000 +00:00,9970
2016-05-01,2016-07-31,90,neighborhood,1,58942,0,"Brookline, MA - Coolidge Corner",Brookline,Massachusetts,MA,Condo/Co-op,3,824000.0000,-0.05828571429,0.1671388102,719000.0000,-0.01371742112,0.1063240499,653.9120,0.00207225411,0.08810956224,619.9461,-0.05272237197,0.0547348556,80,0.2698,-0.1398,79,0.0000,-0.1319,81,-0.1099,-0.0581,26,0,0.6250,NULL,NULL,NULL,7.0000,0,-1.0000,1.0428,0.001220518153,-0.01405339724,0.6750,-0.03928571429,-0.07768817204,NULL,NULL,NULL,0.6456,-0.1265822785,-0.07970510502,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9971
2013-06-01,2013-08-31,90,neighborhood,1,764536,0,"North Highlands, CA - Oakdale",North Highlands,California,CA,Single Family Residential,6,135000.0000,0.05058365759,0.2134831461,140000.0000,0,0.1359026369,132.0281,0.1715296721,0.4301292602,128.1022,-0.04424621443,0.3148166852,26,0.2381,-0.1333,29,0.1154,-0.2162,26,0.1304,0.0000,9,-0.1818181818,0.0000,NULL,NULL,NULL,14.5000,-7.5,-19.5000,1.0079,0.003756657343,-0.02521565526,0.4615,0.03296703297,-0.07179487179,NULL,NULL,NULL,0.5862,-0.02917771883,0.2078285182,"Sacramento, CA",40900,2025-08-01 14:37:32.7980000 +00:00,9972
2020-06-01,2020-08-31,90,neighborhood,1,79091,0,"Englewood, NJ - Englewood South",Englewood,New Jersey,NJ,Condo/Co-op,3,446250.0000,0,0.02586206897,402500.0000,-0.04166666667,0.2205217465,306.8571,0,-0.03601019427,422.1854,0.1478995878,0.122363729,2,0.0000,-0.6000,3,2.0000,-0.2500,6,0.2000,1.0000,7,0.4,1.3333,NULL,NULL,NULL,192.5000,0,59.5000,0.9757,0,0.002297754619,0.0000,0,-0.2,NULL,NULL,NULL,0.0000,0,-0.25,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9973
2021-07-01,2021-09-30,90,neighborhood,1,551806,0,"Lexington, KY - Rosemill",Lexington,Kentucky,KY,All Residential,-1,236250.0000,-0.1346153846,0.1117647059,254700.0000,0.02084168337,-0.0976085031,167.1052,0.03034642538,0.09798252477,174.3252,0.006109384176,0.2200685098,10,0.1111,0.2500,7,-0.3000,0.1667,8,-0.1111,0.3333,3,0.5,0.5000,NULL,NULL,NULL,13.0000,3,-17.0000,0.9920,-0.01109486684,0.01114106062,0.4000,-0.1555555556,0.025,NULL,NULL,NULL,0.7143,-0.08571428571,0.380952381,"Lexington, KY",30460,2025-08-01 14:37:32.7980000 +00:00,9974
2023-07-01,2023-09-30,90,neighborhood,1,761079,0,"Springfield, OH - Ridgewood",Springfield,Ohio,OH,Single Family Residential,6,226250.0000,0,0.02840909091,221500.0000,0.03990610329,-0.07612095933,125.2581,0.002096335621,0.01572908832,141.1572,0.2054152831,0.1305051409,8,0.0000,-0.3846,7,-0.2222,-0.4167,8,-0.1111,-0.4286,3,-0.25,-0.5714,NULL,NULL,NULL,34.0000,10.5,11.0000,1.0210,-0.005785438068,0.01817119243,0.7500,0,0.3653846154,NULL,NULL,NULL,0.5714,0.01587301587,0.1547619048,"Springfield, OH",44220,2025-08-01 14:37:32.7980000 +00:00,9975
2024-07-01,2024-09-30,90,neighborhood,1,548107,0,"Kings Beach, CA - Kingswood Estates",Kings Beach,California,CA,All Residential,-1,795000.0000,-0.192893401,0.2407335154,644900.0000,-0.1779477374,0.08386554622,517.8754,-0.05453627172,0.0330890083,458.6313,-0.09084115404,-0.1708534324,9,0.1250,1.2500,7,-0.2222,0.4000,9,-0.1000,0.0000,12,0.3333333333,0.3333,NULL,NULL,NULL,40.0000,0.5,-40.5000,0.9815,-0.002529137424,0.02363200243,0.2222,-0.02777777778,0.2222222222,NULL,NULL,NULL,0.1429,-0.1904761905,-0.05714285714,"Sacramento, CA",40900,2025-08-01 14:37:32.7980000 +00:00,9976
2025-03-01,2025-05-31,90,neighborhood,1,42139,0,"San Rafael, CA - Peacock Gap",San Rafael,California,CA,Condo/Co-op,3,1178000.0000,0,0.04711111111,1351000.0000,0.1400843882,NULL,744.6271,0,0.4243888187,629.5433,-0.1595463643,NULL,1,0.0000,0.0000,1,0.0000,0.0000,1,0.0000,NULL,1,NULL,NULL,NULL,NULL,NULL,36.0000,0,-62.0000,0.9941,0,0.05581092542,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"San Rafael, CA",42034,2025-08-01 14:37:32.7980000 +00:00,9977
2020-02-01,2020-04-30,90,neighborhood,1,760577,0,"South Bend, IN - Western Avenue",South Bend,Indiana,IN,Single Family Residential,6,27500.0000,0.1982570806,0.6176470588,72495.0000,0.03712446352,2.62475,20.2020,0.01471224578,0.3041526375,39.3775,0.08161331174,0.4223305485,3,-0.2500,-0.4000,3,-0.2500,-0.4000,2,-0.3333,-0.6000,3,0.5,-0.6667,NULL,NULL,NULL,62.0000,11.5,46.0000,0.8659,-0.0335368802,-0.007865559058,0.0000,0,0,NULL,NULL,NULL,0.0000,0,-0.4,"South Bend, IN",43780,2025-08-01 14:37:32.7980000 +00:00,9978
2020-12-01,2021-02-28,90,neighborhood,1,697208,0,"Myrtle Grove, FL - Heritage Lakes",Myrtle Grove,Florida,FL,Single Family Residential,6,272000.0000,0,0.36,242450.0000,-0.0100040833,-0.1763207066,116.7568,0,0.4594594595,98.4340,-0.01329705436,-0.121281855,3,0.0000,2.0000,3,0.0000,2.0000,2,-0.6000,0.0000,5,0,0.0000,NULL,NULL,NULL,47.0000,0,-204.0000,0.9843,0,0.03193277311,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Pensacola, FL",37860,2025-08-01 14:37:32.7980000 +00:00,9979
2014-04-01,2014-06-30,90,neighborhood,1,106798,0,"Omaha, NE - Central Omaha",Omaha,Nebraska,NE,All Residential,-1,175000.0000,0.1456628478,-0.005681818182,189950.0000,-0.07341463415,-0.05025,96.9499,0.08388979081,0.1246187364,96.2056,-0.01911238652,-0.01312847163,116,0.2083,0.0642,114,0.2000,0.0556,151,0.0414,0.0863,85,0.1038961039,-0.1237,NULL,NULL,NULL,23.5000,-9.5,-6.5000,0.9705,0.004154730201,-0.001308561965,0.2069,0.02981321839,0.0601075609,NULL,NULL,NULL,0.0000,0,0,"Omaha, NE",36540,2025-08-01 14:37:32.7980000 +00:00,9980
2016-06-01,2016-08-31,90,neighborhood,1,349364,0,"Woods Cross, UT - Mills Park Neighborhood",Woods Cross,Utah,UT,Single Family Residential,6,262900.0000,-0.03787740165,-0.009419743783,269990.0000,0.03862281208,0.04444874275,137.4498,0.001770841345,0.1100313901,140.7909,-0.00528787762,0.1808425146,18,0.0000,0.8000,21,0.0500,1.1000,21,0.1667,1.1000,3,-0.25,-0.2500,NULL,NULL,NULL,7.5000,-0.5,-1.5000,1.0013,-0.0005924590124,0.003905668213,0.4444,0.05555555556,0.04444444444,NULL,NULL,NULL,0.7143,0.01428571429,0.7142857143,"Ogden, UT",36260,2025-08-01 14:37:32.7980000 +00:00,9981
2024-06-01,2024-08-31,90,neighborhood,1,111043,0,"West Covina, CA - Galaxie",West Covina,California,CA,Single Family Residential,6,875000.0000,0.05421686747,0.06837606838,963940.0000,0.102275586,0.2700131752,551.6338,-0.02301007308,0.1228936643,524.9748,-0.04945621241,-0.08399453736,4,0.3333,-0.3333,2,-0.5000,-0.3333,2,-0.5000,-0.3333,NULL,NULL,NULL,NULL,NULL,NULL,19.5000,-6.5,-25.5000,1.0123,0.003679106939,-0.03887261839,0.7500,0.08333333333,0.08333333333,NULL,NULL,NULL,1.0000,0.25,0.6666666667,"Los Angeles, CA",31084,2025-08-01 14:37:32.7980000 +00:00,9982
2013-02-01,2013-04-30,90,neighborhood,1,697607,0,"Pensacola, FL - Inverness",Pensacola,Florida,FL,All Residential,-1,301000.0000,0.06172839506,-0.059375,306500.0000,0.02542656407,-0.1114654298,111.7336,0.1233761979,-0.1623473913,122.8525,0.002401124524,0.09657308284,4,1.0000,3.0000,4,1.0000,3.0000,5,0.0000,4.0000,8,0,1.6667,NULL,NULL,NULL,221.0000,101.5,174.0000,0.9623,0.01558229206,-0.03772254422,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Pensacola, FL",37860,2025-08-01 14:37:32.7980000 +00:00,9983
2021-04-01,2021-06-30,90,neighborhood,1,107919,0,"Enterprise, NV - Southern Highlands",Enterprise,Nevada,NV,Townhouse,13,360000.0000,0,0.2,348000.0000,0,0.1756756757,164.3836,0,0.05242028874,182.6479,0,0.05145979267,1,0.0000,-0.5000,2,0.0000,0.0000,3,0.0000,2.0000,1,-0.5,0.0000,NULL,NULL,NULL,14.0000,0,-50.5000,1.0345,0,0.05868746893,1.0000,0,1,NULL,NULL,NULL,1.0000,0,1,"Las Vegas, NV",29820,2025-08-01 14:37:32.7980000 +00:00,9984
2022-11-01,2023-01-31,90,neighborhood,1,351322,0,"Barberton, OH - East Downtown Barberton",Barberton,Ohio,OH,Multi-Family (2-4 Unit),4,95000.0000,0,NULL,NULL,NULL,NULL,59.3750,0,NULL,NULL,NULL,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0000,0,NULL,0.9510,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Akron, OH",10420,2025-08-01 14:37:32.7980000 +00:00,9985
2019-12-01,2020-02-29,90,neighborhood,1,740,0,"Riverside, CA - Downtown Riverside",Riverside,California,CA,Multi-Family (2-4 Unit),4,338000.0000,0,-0.4739299611,470000.0000,0.175,-0.4777197466,324.6878,0,-0.2715480588,261.1534,0.2927094668,-0.01331075234,1,0.0000,-0.5000,3,2.0000,0.0000,5,4.0000,4.0000,5,0.6666666667,4.0000,NULL,NULL,NULL,83.0000,0,-14.0000,0.9797,0,0.05709494207,0.0000,0,0,NULL,NULL,NULL,0.6667,0.6666666667,0.6666666667,"Riverside, CA",40140,2025-08-01 14:37:32.7980000 +00:00,9986
2021-08-01,2021-10-31,90,neighborhood,1,35693,0,"Fort Worth, TX - Historic Southside",Fort Worth,Texas,TX,Single Family Residential,6,188000.0000,-0.01052631579,0.4461538462,230000.0000,0.1589821114,0.7692307692,145.3136,0.002453497661,0.6275127374,156.6667,0.02281627408,0.2278982972,10,0.1111,0.4286,14,0.0769,-0.1250,7,-0.4167,-0.3636,9,-0.25,-0.1000,NULL,NULL,NULL,40.0000,10,4.0000,0.9779,-0.04186856554,0.01129357825,0.4000,-0.1555555556,-0.02857142857,NULL,NULL,NULL,0.4286,-0.1098901099,-0.008928571429,"Fort Worth, TX",23104,2025-08-01 14:37:32.7980000 +00:00,9987
2024-02-01,2024-04-30,90,neighborhood,1,131651,0,"Miami Gardens, FL - Walden",Miami Gardens,Florida,FL,Single Family Residential,6,661000.0000,0,NULL,NULL,NULL,NULL,245.1780,0,NULL,NULL,NULL,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.0000,0,NULL,0.9511,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Miami, FL",33124,2025-08-01 14:37:32.7980000 +00:00,9988
2019-10-01,2019-12-31,90,neighborhood,1,180626,0,"Virginia Beach, VA - Level Green",Virginia Beach,Virginia,VA,Condo/Co-op,3,250000.0000,0.3679890561,0.4409221902,213450.0000,-0.1462,0.487456446,141.3228,0.1151542973,0.07095144052,156.9775,0.08899314677,0.3198336641,3,0.5000,-0.2500,3,0.5000,0.5000,4,0.3333,1.0000,1,NULL,0.0000,NULL,NULL,NULL,14.0000,-13.5,-45.5000,0.8881,0.05791096313,-0.109242989,0.3333,0.3333333333,0.08333333333,NULL,NULL,NULL,0.6667,0.1666666667,0.6666666667,"Virginia Beach, VA",47260,2025-08-01 14:37:32.7980000 +00:00,9989
2015-10-01,2015-12-31,90,neighborhood,1,497101,0,"Franklin, TN - West Harpeth",Franklin,Tennessee,TN,Townhouse,13,175000.0000,0.005747126437,NULL,199900.0000,0.1111790505,NULL,158.8022,0.008010489865,NULL,141.9744,-0.1303129875,NULL,1,-0.5000,NULL,2,1.0000,NULL,1,0.0000,NULL,1,NULL,NULL,NULL,NULL,NULL,77.0000,16.5,NULL,0.9728,0.01881645903,NULL,0.0000,0,NULL,NULL,NULL,NULL,0.5000,0.5,NULL,"Nashville, TN",34980,2025-08-01 14:37:32.7980000 +00:00,9990
2018-04-01,2018-06-30,90,neighborhood,1,548054,0,"Rockford, IL - Park Village",Rockford,Illinois,IL,All Residential,-1,12000.0000,0,NULL,35900.0000,1.393333333,NULL,NULL,NULL,NULL,38.8108,NULL,NULL,2,0.0000,NULL,2,0.0000,NULL,1,-0.5000,NULL,1,NULL,NULL,NULL,NULL,NULL,18.0000,0,NULL,0.8000,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,0.0000,0,NULL,"Rockford, IL",40420,2025-08-01 14:37:32.7980000 +00:00,9991
2019-05-01,2019-07-31,90,neighborhood,1,550054,0,"Barrington, RI - Peck Corner",Barrington,Rhode Island,RI,All Residential,-1,326000.0000,0.09030100334,-0.199017199,354450.0000,0.01300371535,-0.1803676726,188.1687,0,-0.138481565,219.0748,0.02180623035,-0.008601738829,3,2.0000,-0.4000,5,0.6667,0.6667,6,1.0000,0.5000,4,1,1.0000,NULL,NULL,NULL,52.0000,0,22.0000,1.0010,0.001025641026,-0.1334790597,0.3333,0.3333333333,-0.06666666667,NULL,NULL,NULL,0.6000,0.2666666667,-0.4,"Providence, RI",39300,2025-08-01 14:37:32.7980000 +00:00,9992
2017-09-01,2017-11-30,90,neighborhood,1,551642,0,"Marco Island, FL - Isles of Capri",Marco Island,Florida,FL,All Residential,-1,712500.0000,0,0.3941884356,337000.0000,-0.4373956594,-0.6306849315,569.4444,0,0.957595992,303.7211,-0.2054409555,-0.2618874817,2,0.0000,0.0000,3,2.0000,0.5000,8,0.3333,1.0000,16,0.06666666667,-0.1111,NULL,NULL,NULL,38.0000,0,-116.0000,0.9219,0,0.04214309966,0.0000,0,0,NULL,NULL,NULL,0.0000,0,-0.5,"Naples, FL",34940,2025-08-01 14:37:32.7980000 +00:00,9993
2014-04-01,2014-06-30,90,neighborhood,1,92888,0,"Blue Springs, MO - Brookwood Village",Blue Springs,Missouri,MO,Condo/Co-op,3,38600.0000,NULL,NULL,NULL,NULL,NULL,26.8056,NULL,NULL,NULL,NULL,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,"Kansas City, MO",28140,2025-08-01 14:37:32.7980000 +00:00,9994
2021-12-01,2022-02-28,90,neighborhood,1,767055,0,"Marion, IN - Emily Flynn",Marion,Indiana,IN,Single Family Residential,6,32500.0000,0.7567567568,-0.362745098,72000.0000,1,NULL,18.0756,0.6281367773,-0.6583349691,45.0000,1.2475,NULL,3,0.5000,2.0000,3,0.5000,2.0000,1,0.0000,NULL,1,NULL,-0.5000,NULL,NULL,NULL,892.0000,-609,821.0000,0.9514,0.04861111111,0.02242714026,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Marion, IN",31980,2025-08-01 14:37:32.7980000 +00:00,9995
2012-12-01,2013-02-28,90,neighborhood,1,548331,0,"Scottsdale, AZ - Central Scottsdale",Scottsdale,Arizona,AZ,Condo/Co-op,3,158000.0000,0.08965517241,0.2252811167,175000.0000,0,0.2967765839,139.3939,0.02388826037,0.2209837423,158.3353,0.01906040553,0.2924120497,51,-0.0192,-0.0192,72,0.1429,-0.1529,94,0.0805,0.1325,96,0.1428571429,0.2308,NULL,NULL,NULL,40.0000,2.5,-17.0000,0.9681,0.002824112356,-0.00431543136,0.0392,-0.05693815988,-0.1723227753,NULL,NULL,NULL,0.3333,0.06349206349,-0.07843137255,"Phoenix, AZ",38060,2025-08-01 14:37:32.7980000 +00:00,9996
2014-01-01,2014-03-31,90,neighborhood,1,172204,0,"Garland, TX - Creekside Village",Garland,Texas,TX,All Residential,-1,200000.0000,0.1204481793,0.09589041096,209450.0000,0.08861746362,0.05251256281,73.5835,-0.07470602902,-0.08393560938,95.9246,0.005709991723,0.09517965699,1,-0.5000,0.0000,4,3.0000,3.0000,4,1.0000,3.0000,5,0.6666666667,NULL,NULL,NULL,NULL,116.0000,47.5,53.0000,0.9569,0.002711323764,0.03985237191,0.0000,0,0,NULL,NULL,NULL,0.7500,0.75,0.75,"Dallas, TX",19124,2025-08-01 14:37:32.7980000 +00:00,9997
2025-02-01,2025-04-30,90,neighborhood,1,2142,0,"Oakland, CA - Piedmont Pines",Oakland,California,CA,All Residential,-1,1510000.0000,0.02826012938,-0.01307189542,1199500.0000,0.002507312996,-0.07374517375,639.7370,-0.0003173789534,-0.05040403124,504.0245,0,-0.09205748641,18,0.2857,0.0588,19,0.1176,0.0556,32,0.2308,0.8824,15,0.25,4.0000,NULL,NULL,NULL,14.0000,0.5,1.0000,1.2234,-0.03149577115,0.03095721749,0.7778,-0.07936507937,-0.1045751634,NULL,NULL,NULL,0.6316,0.04334365325,0.07602339181,"Oakland, CA",36084,2025-08-01 14:37:32.7980000 +00:00,9998
2024-05-01,2024-07-31,90,neighborhood,1,556476,0,"Ashwaubenon, WI - Smith Park",Ashwaubenon,Wisconsin,WI,Single Family Residential,6,300000.0000,0,0.09090909091,315000.0000,0,0.1891279728,172.1911,0,0.04827095291,161.4292,0,0.05608448481,5,0.0000,-0.1667,5,-0.2857,-0.3750,5,0.0000,-0.4444,1,-0.5,-0.8333,NULL,NULL,NULL,35.0000,0,-5.5000,1.0337,0.01154918002,-0.0708426189,0.8000,0.2,-0.2,NULL,NULL,NULL,1.0000,0.1428571429,0.25,"Green Bay, WI",24580,2025-08-01 14:37:32.7980000 +00:00,9999
2013-12-01,2014-02-28,90,neighborhood,1,162831,0,"Overland Park, KS - South Lake",Overland Park,Kansas,KS,Single Family Residential,6,89000.0000,0,-0.4654654655,139900.0000,-0.0512037979,0.08871595331,52.6005,0,-0.3637396262,67.0340,-0.1583711866,-0.2855493435,1,0.0000,0.0000,NULL,NULL,NULL,1,-0.5000,-0.8750,NULL,NULL,NULL,NULL,NULL,NULL,144.0000,0,95.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,0,0,"Kansas City, MO",28140,2025-08-01 14:37:32.7980000 +00:00,10000
2024-06-01,2024-08-31,90,neighborhood,1,707870,0,"Fayetteville, AR - Fayetteville Country Club",Fayetteville,Arkansas,AR,Single Family Residential,6,650000.0000,-0.03703703704,0.2782694199,499500.0000,-0.1309264898,-0.2598903541,227.8250,0.01987730446,0.0700308349,222.2717,0.06450637728,-0.0126734574,3,-0.2500,0.5000,6,0.5000,0.5000,5,0.2500,1.5000,NULL,NULL,NULL,NULL,NULL,NULL,16.0000,-10,-18.5000,0.9961,0.01091772938,0.005463634603,0.3333,0.08333333333,0.3333333333,NULL,NULL,NULL,0.5000,0,0,"Fayetteville, AR",22220,2025-08-01 14:37:32.7980000 +00:00,10001
2014-11-01,2015-01-31,90,neighborhood,1,766428,0,"Stillwater, MN - Downtown Stillwater",Stillwater,Minnesota,MN,All Residential,-1,192250.0000,-0.1956066946,-0.4732876712,274900.0000,0.7920469361,-0.2353268428,184.0033,-0.003844081565,0.03639478236,181.9505,0.3327494394,0.07615667187,6,-0.3333,-0.1429,8,0.3333,0.1429,7,0.1667,0.7500,17,0.2142857143,0.7000,NULL,NULL,NULL,43.5000,-5.5,-72.5000,0.9713,0.008564542905,0.0327616107,0.1667,0.1666666667,0.1666666667,NULL,NULL,NULL,0.1250,-0.04166666667,-0.01785714286,"Minneapolis, MN",33460,2025-08-01 14:37:32.7980000 +00:00,10002
2025-04-01,2025-06-30,90,neighborhood,1,555112,0,"Saratoga Springs, NY - North Broadway",Saratoga Springs,New York,NY,Single Family Residential,6,3724500.0000,0.8631815908,NULL,4324500.0000,-0.01097770154,NULL,670.2841,0.1222816127,NULL,1442.9622,0.7587160709,NULL,2,1.0000,NULL,2,-0.3333,NULL,2,-0.5000,NULL,3,0,NULL,NULL,NULL,NULL,31.0000,27,NULL,0.9739,-0.02608695652,NULL,0.0000,0,NULL,NULL,NULL,NULL,0.0000,-0.3333333333,NULL,"Albany, NY",10580,2025-08-01 14:37:32.7980000 +00:00,10003
2015-03-01,2015-05-31,90,neighborhood,1,182029,0,"Baltimore, MD - Kenilworth Park",Baltimore,Maryland,MD,All Residential,-1,34900.0000,0,-0.5152777778,49950.0000,0.4734513274,-0.4954545455,30.0481,0,-0.5158366343,45.7669,0.2692698413,-0.4655900581,7,0.0000,2.5000,8,0.1429,0.3333,4,-0.2000,-0.2000,8,0.3333333333,0.3333,NULL,NULL,NULL,42.0000,0,-38.0000,0.9013,0.0003174603175,0.01045129822,0.1429,0,0.1428571429,NULL,NULL,NULL,0.1250,-0.01785714286,-0.2083333333,"Baltimore, MD",12580,2025-08-01 14:37:32.7980000 +00:00,10004
2025-02-01,2025-04-30,90,neighborhood,1,47922,0,"Levittown, PA - Quincy Hollow",Levittown,Pennsylvania,PA,Single Family Residential,6,416500.0000,0,0.08888888889,399900.0000,0,0,321.5686,-0.0156062425,0.07189542484,312.9412,0,0.0390625,3,2.0000,-0.2500,3,0.0000,-0.2500,3,0.0000,-0.4000,NULL,NULL,NULL,NULL,NULL,NULL,6.0000,0,-20.0000,1.0230,-0.02082099472,0.01453439769,0.6667,-0.3333333333,0.1666666667,NULL,NULL,NULL,0.6667,0,-0.08333333333,"Montgomery County, PA",33874,2025-08-01 14:37:32.7980000 +00:00,10005
